央视,#genre#
汉阴综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225922/index.m3u8
岚皋电视台,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225861/index.m3u8
宁陕综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225923/index.m3u8
平利电视台,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225924/index.m3u8
石泉综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225879/index.m3u8
旬阳新闻综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225878/index.m3u8
旬阳民生文化,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225925/index.m3u8
镇坪综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221226343/index.m3u8
紫阳综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225928/index.m3u8
宝鸡综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221226038/index.m3u8
宝鸡公共,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221226344/index.m3u8
陈仓综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225869/index.m3u8
扶风综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225935/index.m3u8
扶风二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225936/index.m3u8
凤翔综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225929/index.m3u8
凤翔文化影视,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225930/index.m3u8
麟游综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225931/index.m3u8
陇县综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225938/index.m3u8
陇县道德文化,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225939/index.m3u8
眉县新闻综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225933/index.m3u8
眉县经济生活,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225934/index.m3u8
千阳综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225937/index.m3u8
太白综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225918/index.m3u8
汉中新闻综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221226006/index.m3u8
城固综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225944/index.m3u8
佛坪综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225947/index.m3u8
留坝电视台,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225943/index.m3u8
略阳综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225870/index.m3u8
勉县综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225880/index.m3u8
勉县经济,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225946/index.m3u8
宁强综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225881/index.m3u8
宁强二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225945/index.m3u8
南郑综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225882/index.m3u8
西乡融媒,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225862/index.m3u8
西乡融媒,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225863/index.m3u8
洋县综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225871/index.m3u8
镇巴综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225883/index.m3u8
咸阳综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225659/index.m3u8
彬州新闻综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225982/index.m3u8
彬州人文经济,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225983/index.m3u8
淳化综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225986/index.m3u8
长武综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225984/index.m3u8
泾阳综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225917/index.m3u8
泾阳二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225988/index.m3u8
礼泉新闻,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225978/index.m3u8
礼泉生活,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225979/index.m3u8
乾县综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225977/index.m3u8
三原综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225973/index.m3u8
武功新闻综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225898/index.m3u8
武功二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225987/index.m3u8
兴平综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225975/index.m3u8
兴平二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225976/index.m3u8
旬邑综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225985/index.m3u8
杨凌综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225940/index.m3u8
杨凌现代农业,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225941/index.m3u8
永寿综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225980/index.m3u8
铜川综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225661/index.m3u8
耀州综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225884/index.m3u8
渭南新闻综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225660/index.m3u8
白水综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225914/index.m3u8
白水二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225964/index.m3u8
澄城新闻,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225961/index.m3u8
澄城公共,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225962/index.m3u8
大荔新闻综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225912/index.m3u8
美丽大荔,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225959/index.m3u8
富平综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225905/index.m3u8
富平二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225906/index.m3u8
韩城综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225874/index.m3u8
韩城生活,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225965/index.m3u8
合阳综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225858/index.m3u8
合阳二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225859/index.m3u8
华阴综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225856/index.m3u8
华阴二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225857/index.m3u8
华州综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225955/index.m3u8
华州二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225956/index.m3u8
蒲城综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225913/index.m3u8
蒲城二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225963/index.m3u8
潼关新闻综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225915/index.m3u8
潼关人文旅游,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225957/index.m3u8
商洛综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225666/index.m3u8
丹凤综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225952/index.m3u8
洛南综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225949/index.m3u8
山阳新闻综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225950/index.m3u8
山阳影视娱乐,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225951/index.m3u8
商南综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225953/index.m3u8
商州综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225875/index.m3u8
镇安综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225876/index.m3u8
镇安综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225954/index.m3u8
柞水综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225877/index.m3u8
延安综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221226044/index.m3u8
宝塔电视台,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225885/index.m3u8
安塞综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225902/index.m3u8
富县综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225695/index.m3u8
甘泉综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225904/index.m3u8
洛川综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225908/index.m3u8
黄陵综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225886/index.m3u8
黄龙综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225916/index.m3u8
延长综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225907/index.m3u8
延川综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225889/index.m3u8
宜川新闻综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225909/index.m3u8
吴起综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225910/index.m3u8
子长综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225887/index.m3u8
志丹综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225888/index.m3u8
榆林综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225823/index.m3u8
榆林公共,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221226337/index.m3u8
定边综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225873/index.m3u8
定边二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225993/index.m3u8
府谷综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225891/index.m3u8
府谷二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225992/index.m3u8
靖边综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225892/index.m3u8
靖边二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225994/index.m3u8
佳县综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225890/index.m3u8
米脂综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225895/index.m3u8
清涧综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225996/index.m3u8
绥德综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225995/index.m3u8
神木新闻,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225893/index.m3u8
神木二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225991/index.m3u8
吴堡综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225998/index.m3u8
榆阳一套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225852/index.m3u8
榆阳二套,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225990/index.m3u8
子洲综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221225997/index.m3u8
子洲综合,https://ngtv.sjpt.ylrb.com/PLTV/88888888/224/3221226340/index.m3u8
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
陕西一套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/1.m3u8
陕西二套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226358/1.m3u8
陕西三套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226359/1.m3u8
陕西四套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/1.m3u8
陕西五套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226361/1.m3u8
陕西六套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226362/1.m3u8
陕西七套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226363/1.m3u8
陕西八套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226364/1.m3u8
西安新闻综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/1.m3u8
西安都市,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8
西安商务资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226368/1.m3u8
西安影视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226369/1.m3u8
西安丝路,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226370/1.m3u8
西安教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226371/index.m3u8
咸阳-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226372/index.m3u8
杨凌-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226373/index.m3u8
延安-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226374/1.m3u8
延安-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226375/1.m3u8
铜川-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226379/1.m3u8
铜川-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226380/1.m3u8
宝鸡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226383/1.m3u8
宝鸡-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226384/1.m3u8
宁强-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226390/1.m3u8
宁强-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226389/1.m3u8
汉中-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
汉中-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225991/index.m3u8
佛坪-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226454/1.m3u8
镇巴-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226457/1.m3u8
略阳-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8
西乡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8
榆林-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226377/1.m3u8
商洛-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226378/1.m3u8
渭南-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226376/1.m3u8
安康-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226385/1.m3u8

广东,#genre#


广东体育,http://player.200877926.top/169l/_17186/itouchgdm3u8.php?id=gdty
广东珠江,http://player.200877926.top/169l/_17186/itouchgdm3u8.php?id=gdzj
广东民生,http://player.200877926.top/169l/_17186/itouchgdm3u8.php?id=gdms
广东新闻,http://player.200877926.top/169l/_17186/itouchgdm3u8.php?id=gdxw
广东移动,http://player.200877926.top/169l/_17186/itouchgdm3u8.php?id=gdyd
广东国际,http://player.200877926.top/169l/_17186/itouchgdm3u8.php?id=gdgj
广东经济,http://player.200877926.top/169l/_17186/itouchgdm3u8.php?id=gdjj
大湾区卫视,http://player.200877926.top/169l/_17186/itouchgdm3u8.php?id=dawanqu
广东综艺4k,http://player.200877926.top/169l/_17186/itouchgdm3u8.php?id=gd4k
广东影视,http://player.200877926.top/169l/_17186/itouchgdm3u8.php?id=gdys
广东少儿,http://player.200877926.top/169l/_17186/itouchgdm3u8.php?id=gdse
广州综合,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzys
广州新闻,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzxw
广州竞赛,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzjs
广州法治,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzfz
广州体育,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzzh
南国都市4k,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzngds
GRTN文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
深圳公共,http://gmxw.7766.org:808/hls/156/index.m3u8
深圳都市,http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
深圳卫视,http://222.240.82.92:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://115.149.139.141:10001/tsfile/live/1032_1.m3u8
深圳卫视,http://222.240.82.92:9901/tsfile/live/0126_1.m3u8
广东体育,http://218.17.196.234:9901/tsfile/live/1001_1.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8
GRTN文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
GRTN文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
广东体育,http://218.15.229.90:9901/tsfile/live/1001_1.m3u8
广州南国都市,https://justsometime.gztv.com/sec/shenghuos.m3u8
梅州综合,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv1.m3u8
梅州公共,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv2.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8
生活频道,http://hls-ott-zhibo.wasu.tv/live/452/index.m3u8
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
清新综合,http://hls.wiseqx.com/live/qxzh.m3u8
清新公共,http://hls.wiseqx.com/live/qxgg.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
生活HD,http://hls-ott-zhibo.wasu.tv/live/452/index.m3u8
惠州综合,http://ye23.vip/z7z8/2021/0752.php?id=1
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
揭阳综合,rtmp://rtmp-stjy.sobeylive.com/stjy2020/zhpd?sign=bf98b2873ad5403290a37d16569d7a06&t=639de420
揭阳公共,rtmp://rtmp-stjy.sobeylive.com/stjy2020/ggpd?sign=b9881a0d588081b1979769c128a5e08c&t=639de420
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
大湾区卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935?zguangd
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721?zguangd
广东生活HD,http://hls-ott-zhibo.wasu.tv/live/452/index.m3u8?zguangd
深圳东部,https://lglivepull.sznews.com/live/2646.m3u8?zguangd
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
清新综合,http://hls.wiseqx.com/live/qxzh.m3u8?zguangd
阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8?zguangd
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8?zguangd
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?zguangd
河源综艺,http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8?_upt=407e01941606112151?zguangd
河源公共,http://tmpstream.hyrtv.cn/hygg/playlist.m3u8?_upt=c9befc281606112199?zguangd
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd


江西,#genre#
赣州新闻,http://wb.jxgztv.com/live/gztv1.flv
赣州公共,http://wb.jxgztv.com/live/gztv2.flv
赣州教育,http://wb.jxgztv.com/live/gztv3.flv
南昌新闻综合,http://live.cooltv.top/tv/nctv.php?id=1
南昌文旅,http://live.cooltv.top/tv/nctv.php?id=2
南昌资讯,http://live.cooltv.top/tv/nctv.php?id=3
上饶综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_shangrao1.m3u8
上饶经济,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_shangrao2.m3u8
上饶鄱阳,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8
上饶余干,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yugan.m3u8
新余新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd1.m3u8
新余公共,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd2.m3u8
新余教育,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd3.m3u8
井冈山综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_jgs.m3u8
都昌综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_duchang.m3u8
彭泽综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_pengze.m3u8
永修一套,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yongxiu.m3u8
庐山综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_lushan.m3u8
武宁综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wuning.m3u8
万载综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wanzai.m3u8
分宜综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_fenyi_tv.m3u8
鄱阳综合,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8
万载综合频道,http://live-echotv.cdnvideo.ru/echotv/echotv.sdp/playlist.m3u8
重庆,#genre#

璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
永川综合,http://qxlmlive.cbg.cn:1935/applive/yctv01/chunklist.m3u8?zzhongqd
彭水新闻综合,http://qxlmlive.cbg.cn:1935/applive/pstv1/playlist.m3u8?zzhongqd
垫江综合,http://125.62.24.185:80/1.m3u8?zzhongqd
开州综合,http://kaixianlive.cbg.cn:10345/5.m3u8?zzhongqd
开州综合,http://kaixianlive.cbg.cn:10345/1.m3u8?zzhongqd
大足综合,http://218.201.85.71:3170/m3u8?zzhongqd
铜梁综合,http://tonglianglive.cbg.cn:40123/ch1.m3u8?zzhongqd
铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd
万州综合,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8?zzhongqd
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8?zzhongqd
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8?zzhongqd
万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8?zzhongqd
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8?zzhongqd
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8?zzhongqd
梁平综合,http://qxlmlive.cbg.cn:1935/app_2/ls_44.stream/chunklist.m3u8?zzhongqd
潼南综合,http://183.230.184.51:65500/tntv1.m3u8?zzhongqd
合川综合,http://125.62.24.72:8030/ch0.m3u8?zzhongqd
酉阳新闻综合,http://qxlmlive.cbg.cn:1935/applive/youytv01/playlist.m3u8?zzhongqd
江津新闻综合,http://jiangjinlive.cbg.cn:1935/ch1.m3u8?zzhongqd
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
忠县综合,http://qxlmlive.cbg.cn:1935/app_2/ls_35.stream/chunklist.m3u8?zzhongqd
武隆综合频道,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8?zzhongqd
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8?zzhongqd
北碚综合,http://222.178.181.121:12034/beibei01.m3u8?zzhongqd
巫山综合,http://qxlmlive.cbg.cn:1935/applive/wspd001/chunklist.m3u8?zzhongqd
涪陵电视台,http://livefuling.chinamcache.com/liveful/fldszb001.m3u8?zzhongqd
涪陵电视台,http://livefuling.chinamcache.com/liveful/fldszb001.flv?zzhongqd


湖南,#genre#

湘潭综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
岳阳公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
益阳新闻,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvxwhd230922.m3u8
益阳新闻,http://180.97.247.27/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43088/index.m3u8
益阳教育,http://180.97.247.27/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43089/index.m3u8
益阳教育,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvjy230922.m3u8
益阳公共,http://180.97.247.27/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43090/index.m3u8
益阳公共,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvgg230922.m3u8
沅江电视台,https://liveplay-srs.voc.com.cn/hls/tv/163_2c7011.m3u8
南县综合,http://hnstnx.chinashadt.com:2037/live/10001.stream/chunklist_w649678981.m3u8
南县综合,http://hnstnx.chinashadt.com:2037/live/10001.stream/playlist.m3u8
南县综合,http://hnstnx.chinashadt.com:2037/live/10001.stream_360p/chunklist_w194686256.m3u8
南县综合,http://hnstnx.chinashadt.com:2037/live/10001.stream_360p/chunklist_w553254777.m3u8
安化综合,https://liveplay-srs.voc.com.cn/hls/tv/204_16cb0f.m3u8
安化综合,http://wshls.live.migucloud.com/live/1U67FIU4_C0/playlist.m3u8
临武综合,https://liveplay-srs.voc.com.cn/hls/tv/148_feda2f.m3u8
